SMILES,Caco-2,SP-1,WPATH,ECCEN,SP-2,MLFER_L,nBonds,Kier1,MW,ETA_Eta_R,MDEC-23,ETA_Alpha,VAdjMat,WTPT-1,ETA_Beta_s,ETA_Beta,Kier3,ATSm2,nHeavyAtom,SaaO,SP-0,sumI,VP-1,McGowan_Volume,Kier2,minaaO
O=C(CCCN1C(=S)Nc2ccccc2C1=O)N3CCN(Cc4cccc5ccccc45)CC3,0,16.59735679,4187,1131,14.76841886,19.321,38,25.64127424,472.1932971,63.73123,26.61347641,16.59999,6.087462841,70.5737208,22.25,42.75,6.12345679,42.16197042,34,,23.49298858,71.12962963,12.19463197,3.577,12.02990388,
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4cccc(c4)C#N,0,16.06288195,4068,1122,13.93546227,19.082,36,26.07407407,461.1885461,61.02356,21.82513227,15.99999,6.044394119,67.5990086,21.5,41,6.816568047,40.32815236,33,,23.20853153,73.46296296,11.72206441,3.5036,12.80799667,
COC(=O)c1ccc2C(=O)N(CCCC(=O)N3CCN(CC3)c4cccc(Cl)c4)C(=S)Nc2c1,0,16.3674124,4182,1127,14.73346082,19.228,37,27.04601899,500.128504,66.07584,22.49712647,16.48094,6.087462841,69.29146181,22.75,41.25,6.667506826,44.11001699,34,,24.24191173,77.14197531,11.79258451,3.5457,12.49704142,
O=C(CCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4cccc5ccccc45,0,16.11419354,3742,1043,14.33054581,19.291,37,24.68371074,458.1776471,61.71291,26.46946993,16.09999,6.044394119,68.58081068,21.75,42.25,5.555555556,41.16197042,33,,22.7858818,69.62962963,11.74845761,3.4361,11.37278107,
C[C@@H]1CCCCCCCc2cc(OC(=O)C)cc(OC(=O)C)c2C(=O)O1,1,12.3630811,1580,448,11.35731281,12.505,27,22.29080933,362.1729386,49.34809,17.77941363,11.99998,5.700439718,51.86944758,15.75,27.25,7.510204082,29.98882779,26,,19.10408353,65,9.112547911,2.8036,11.11111111,
COc1cc(\C=C\2/SC(=O)NC2=O)ccc1Oc3ccc(cc3C(F)(F)F)C#N,0,13.70605846,2389,700,13.21275419,14.716,31,23.65868887,420.0391625,55.98115,19.11330621,13.32378,5.857980995,58.26018698,18.5,39,6.035714286,38.57602341,29,,21.1814338,88.89814815,8.747585408,2.6379,10.08,
COc1cc(O)c(\C=C/C(C)(C)O)c2O[C@@H](CC(=O)c12)c3ccccc3,1,12.29784361,1575,470,11.99256704,13.084,28,20.72704082,354.1467238,49.1787,19.96834813,12.16665,5.700439718,52.50491026,15.75,31.75,4.899408284,30.32464384,26,,18.89697675,63.75,8.402730872,2.6912,8.566329566,
COc1cc(O)c(\C=C/C(C)(C)O)c2OC(CC(=O)c12)c3ccc(O)cc3,1,12.69169046,1770,525,12.61442886,13.911,29,21.70273484,370.1416384,52.21909,21.3003797,12.49998,5.754887502,54.36333541,16.5,33,5.135802469,31.65673582,27,,19.76722023,69.41666667,8.537021272,2.7499,8.788534343,
COc1cc(O)c(\C=C/C(C)(C)O)c(O)c1C(=O)\C=C\c2ccc(O)cc2,1,12.61921082,1964,592,12.26150284,13.911,28,23.28061224,370.1416384,51.93824,19.59149987,12.49998,5.754887502,53.31163432,15.75,34.25,6.779538253,30.32464384,27,,20.18986997,73.08333333,8.181008451,2.8155,10.15625,
CC(C)[C@]1(O)CC[C@@]2(C)[C@H](O)CCC(=C)[C@@H]2[C@H]1O,0,8.231721913,510,203,8.436478054,8.683,19,14.4099723,254.1881947,32.13511,7.845398285,8.49999,5.169925001,35.41081559,10.25,11.25,1.983471074,19.99627593,18,,13.71517847,42.5,6.993875975,2.138,4.528616025,
Cn1cc(NC(=O)c2cc(NC(=O)CCS(=O)(=O)C)cn2C)cc1C(=O)NCCCC(=O)NCCCCCC[C@@H]3Cc4cc(O)ccc4[C@H]5CC[C@]6(C)[C@@H](O)CC[C@H]6[C@H]35,0,28.01771476,22107,3289,27.03089211,34.061,64,48.45605469,834.4349839,138.82122,0,27.89997,6.882643049,119.6673177,37.5,64,12.84429066,76.77146824,59,,42.48418794,140.5740741,21.69943289,6.4155,21.78772112,
Oc1ccc(\C=C\C(=O)OCCc2ccccc2)cc1O,1,10.14786705,1172,478,8.751107191,10.666,22,17.3553719,284.104859,32.16747,14.46153367,9.83332,5.392317423,42.11503802,12.25,28.25,6.328125,23.66045989,21,,15.0791395,53.83333333,6.557091488,2.1775,9.209183673,
C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,0,13.55949864,2132,725,12.74853259,13.693,32,19.93359375,376.2038448,50.69719,30.79607966,13.49999,5.807354922,58.52009367,17,31,3.549674438,33.32836791,28,,19.30275414,58.41666667,10.64208081,2.9632,7.921875,
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,1,7.998037131,516,262,7.734958563,8.807,18,13.43209877,228.1150298,26.38288,12.36199781,8.16666,5.087462841,33.87453668,9.5,22.5,3.0625,18.66418395,17,,12.46625533,39.91666667,5.589948006,1.8643,5.325443787,
CCCCCCCCCc1ccc(O)cc1,1,7.825698503,594,317,6.035893136,8.239,16,14.0625,220.1827154,21.11959,7.142512917,7.83333,5,31.56622867,8.25,14.75,7.058171745,16.33209198,16,,11.63998191,31.33333333,6.605634175,2.0432,9.074074074,
CCCCCCCCc1ccc(O)cc1,1,7.325698503,482,273,5.682339745,7.74,15,13.06666667,206.1670653,19.42396,7.187818822,7.33333,4.906890596,29.5660977,7.75,14.25,6.222222222,15.33209198,15,,10.93287513,29.83333333,6.105634175,1.9023,8.186851211,
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,1,10.00385575,826,355,9.899866104,10.957,24,14.58333333,288.1725446,35.77048,22.99859677,9.99999,5.392317423,43.62319591,12.75,19.25,2.066326531,24.99627593,21,,14.7756564,46.41666667,8.184163796,2.2575,5,
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,1,10.08926516,812,351,9.628974643,10.209,24,14.58333333,288.2453156,35.82233,20.00012364,10.33333,5.392317423,43.71009851,12.25,13.25,1.92627824,24.33209198,21,,14.66492594,36.5,9.502193997,2.5079,5,
CCN(CC)CCOc1ccc(cc1)\C(=C(\Cl)/c2ccccc2)\c3ccccc3,1,14.22387665,2488,719,11.62687846,14.507,31,23.65868887,405.1859422,52.24645,27.65703778,14.44762,5.857980995,58.90498121,17,37,7,34.11450039,29,,20.47648073,54.84567901,10.56537726,3.2971,12.7575,
C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,1,11.91158036,1299,476,11.95685321,11.386,29,17.12247325,337.2041791,46.84027,19.87971538,12.06666,5.64385619,52.2077539,15.5,24,2.121256392,30.38382748,25,,17.44938299,50.25,9.759733317,2.6676,5.510416667,
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,1,10.48311201,941,399,10.26274184,10.341,25,15.5232,298.1932801,38.64731,21.39890578,10.66666,5.459431619,45.56093627,13,18,2.111111111,25.66418395,22,,15.53516943,46.66666667,8.91831334,2.4376,5.25,
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,1,11.02111682,1092,449,10.43184382,10.642,26,16.46745562,310.1932801,40.86399,21.39890578,11.16666,5.523561956,47.58901915,13.75,22.25,2.289281998,26.99627593,23,,16.24227621,46.5,8.892110219,2.5355,5.771564545,
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5n[nH]cc5C[C@]4(C)[C@H]3CC[C@]12C,1,11.35092019,1151,426,11.92652312,10.994,28,16.19387755,328.2514636,44.28667,19.15675051,11.63333,5.584962501,50.19532441,14.75,19.75,2.016266614,29.02443614,24,,16.74227621,43.91666667,10.08987114,2.6968,5.039384337,
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,1,10.89379562,1036,412,10.81187337,10.817,26,16.46745562,312.2089301,42.1317,21.41846145,11.16666,5.523561956,47.39283894,13.5,18,2.21718317,26.66418395,23,,16.40541292,48.33333333,9.320725222,2.5785,5.5,
CCC1=C(c2ccc(O)cc2)c3ccc4cccc1n34,1,9.792024998,724,321,8.842798154,13.193,23,13.64839319,261.1153641,31.57317,24.0242574,9.73333,5.321928095,41.94790518,12.5,30,2.117647059,23.83063778,20,,13.68986997,41.16666667,6.931155106,2.0249,5.325259516,
C[C@H]1CCN(CCOc2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5)C1,0,16.47436689,3842,1046,15.19409322,18.721,38,25.64127424,473.1660793,65.32778,35.4513394,16.56665,6.087462841,70.26405013,21,45,6.12345679,43.49857609,34,,23.65612529,74.64814815,12.34218032,3.5359,11.58847737,
C[C@H](COc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4)N5CCCC5,0,16.49120364,3763,994,15.07811077,18.721,38,25.64127424,473.1660793,65.86273,35.45586311,16.56665,6.087462841,70.19829985,21,45,5.956839932,43.49857609,34,,23.65612529,74.64814815,12.37590316,3.5359,11.58847737,
Cc1cccc(c1)C(=O)Oc2ccc3ccc(O)cc3c2,1,10.11419354,990,398,9.362304925,10.886,23,15.87901701,278.0942943,33.41163,20.71515095,9.99999,5.392317423,42.96604586,12.5,31,4.05,24.32836791,21,,14.81962648,50.16666667,6.633414182,2.1081,7.05078125,
COc1ccccc1C(=O)Oc2ccc3ccc(O)cc3c2,1,10.6690351,1108,417,9.447087241,11.246,24,16.84375,294.0892089,35.86883,20.26297585,10.33332,5.459431619,44.9899733,13.5,32.5,4.110329908,25.99255186,22,,15.52673326,53.66666667,6.751769682,2.1668,7.713498623,
Oc1cccc2c(OC(=O)\C=C\c3ccccc3)cccc12,0,10.73718344,1161,456,9.34914017,11.348,24,16.84375,290.0942943,34.91026,20.10582178,10.49999,5.459431619,45.11248773,13,33,4.521118382,25.32836791,22,,15.36359655,52.5,6.89538031,2.206,8.203125,
Oc1cccc2c(OC(=O)c3ccc(Br)cc3)cccc12,0,10.14786705,950,394,9.159818134,11.662,23,15.87901701,341.9891563,33.80997,20.7883334,10.83332,5.392317423,42.969786,12.5,31.5,3.673469388,29.98104337,21,,14.81962648,49.23148148,7.127360816,2.1422,7.05078125,
Cc1cccc(c1)C(=O)Oc2cccc3c(O)cccc23,1,10.14786705,936,365,9.171723516,10.886,23,15.87901701,278.0942943,33.95528,20.51565466,9.99999,5.392317423,42.96937259,12.5,31,3.673469388,24.32836791,21,,14.81962648,50.16666667,6.64538031,2.1081,7.05078125,
CCOc1ccccc1C(=O)Oc2ccc3ccc(O)cc3c2,1,11.1690351,1262,465,9.827514085,11.745,25,17.8112,308.104859,38.06961,21.47345859,10.83332,5.523561956,47.00265443,14,33,4.545454545,26.99255186,23,,16.23384004,55.16666667,7.339303307,2.3077,8.392733564,
Oc1ccc(cc1)C(=O)OC(c2ccccc2)c3ccccc3,1,11.23718344,1204,432,9.692972857,11.402,25,17.8112,304.1099444,37.92068,23.00325867,10.99999,5.523561956,47.02519099,13.5,33.5,4.988662132,26.32836791,23,,16.07070333,54.16666667,7.337642028,2.3469,8.909090909,
COc1cccc(c1)C(=O)Oc2cccc(O)c2,1,8.685871848,652,293,7.551748454,8.794,19,14.4099723,244.0735589,26.96085,13.38275214,8.33332,5.169925001,36.14265462,11,26,4.266666667,20.99255186,18,,12.95781916,46.33333333,5.341086079,1.7978,6.9632,
Oc1ccc2ccc(OC(=O)c3ccccc3F)cc2c1,1,10.13103029,976,396,9.256043179,10.418,23,15.87901701,282.0692224,33.60284,20.26297585,9.7857,5.392317423,42.96461103,12.75,31.75,3.854848305,24.91015302,21,,14.81962648,56.16666667,6.328379483,1.9849,7.05078125,
COc1ccccc1C(=O)Oc2cccc3c(O)cccc23,1,10.7027086,1049,382,9.256505832,11.246,24,16.84375,294.0892089,36.44205,20.04934062,10.33332,5.459431619,44.99335114,13.5,32.5,3.75308642,25.99255186,22,,15.52673326,53.66666667,6.76373581,2.1668,7.713498623,
Oc1cccc2c(OC(=O)c3ccccc3)cccc12,1,9.754020195,816,346,8.537956321,10.41,22,14.91735537,264.0786442,31.17385,19.2567477,9.49999,5.321928095,41.1119721,12,30.5,3.4425,23.32836791,20,,13.94938299,48.5,6.234696708,1.9672,6.84,
Cc1ccc(cc1)S(=O)(=O)Oc2cccc3c(O)cccc23,1,10.47116368,1040,407,10.0763811,11.147,24,16.84375,314.0612799,37.60571,17.91514823,10.66665,5.459431619,44.7236353,13.25,32.5,3.75308642,34.00316751,22,,15.74227621,55.82407407,7.042658739,2.2324,6.857142857,
Oc1cccc2c(OC(=O)C3CCCCC3)cccc12,0,9.754020195,816,346,8.537956321,10.385,22,14.91735537,270.1255944,31.17385,19.2567477,9.49999,5.321928095,41.1119721,12,24.5,3.4425,23.32836791,20,,13.94938299,45.66666667,7.179184821,2.0962,6.84,
Oc1ccc2ccc(OC(=O)c3ccccc3Cl)cc2c1,1,10.13103029,976,396,9.256043179,11.234,23,15.87901701,298.0396719,33.60284,20.26297585,10.21428,5.392317423,42.96461103,12.75,31.75,3.854848305,26.28013855,21,,14.81962648,49.51234568,6.706343956,2.0896,7.05078125,
Cc1ccccc1S(=O)(=O)Oc2cccc3c(O)cccc23,1,10.48800043,1010,376,9.987819428,11.147,24,16.84375,314.0612799,38.00743,17.37392984,10.66665,5.459431619,44.72198167,13.25,32.5,3.59168242,34.00316751,22,,15.74227621,55.82407407,7.048641804,2.2324,6.857142857,
Oc1cccc2c(OC(=O)c3ccccc3Cl)cccc12,1,10.1647038,922,363,9.06546177,11.234,23,15.87901701,298.0396719,34.15347,20.04934062,10.21428,5.392317423,42.96792565,12.75,31.75,3.50459708,26.28013855,21,,14.81962648,49.51234568,6.718310084,2.0896,7.05078125,
Cc1ccccc1S(=O)(=O)Oc2ccc3ccc(O)cc3c2,1,10.45432693,1069,411,10.17840084,11.147,24,16.84375,314.0612799,37.39084,17.60441265,10.66665,5.459431619,44.71893689,13.25,32.5,3.925619835,34.00316751,22,,15.74227621,55.82407407,7.036675675,2.2324,6.857142857,
Cc1ccccc1C(=O)Oc2cccc3c(O)cccc23,1,10.1647038,922,363,9.06546177,10.886,23,15.87901701,278.0942943,34.15347,20.04934062,9.99999,5.392317423,42.96792565,12.5,31,3.50459708,24.32836791,21,,14.81962648,50.16666667,6.651363374,2.1081,7.05078125,
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)Cc3ccc(cc3)c4cn(CCCCCC(=O)NO)nn4)cc2)\c5ccccc5,0,23.53353974,12170,2336,19.86961023,23.916,52,39.21301775,643.3522403,99.55861,40.72848943,22.99999,6.584962501,98.23268074,28.75,61.25,12.58026159,55.43297166,48,,33.55562023,101.1666667,16.71877651,5.1887,21.50778547,
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)Cc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)cc2)\c4ccccc4,0,22.96106009,11686,2255,19.23082576,24.984,50,39.7808,633.356657,97.39886,40.38695712,22.53332,6.554588852,95.35359285,27.75,57.25,14.26950809,52.8789211,47,,33.27116318,102.1666667,16.53974545,5.1994,22.74169922,
CCCCC(CCCC)(c1ccc(O)c(CC)c1)c2ccc(O)c(CC)c2,1,13.01673428,1696,424,10.7514456,13.751,28,23.28061224,368.2715304,52.47276,24.32758992,13.16666,5.754887502,53.71371459,14.5,27.5,5.538461538,28.66418395,27,,19.86359655,55.25,10.66592203,3.2733,11.2534626,
Cc1cc(ccc1O)C(C)(C)c2ccc(O)c(C)c2,1,8.819404336,684,296,8.750454651,9.759,20,15.39,256.1463299,32.22242,13.24749791,9.16666,5.247927513,37.5738049,10.5,23.5,3.191135734,20.66418395,19,,14.2067423,43.25,6.423281339,2.1461,5.78,
Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3,1,9.705143912,757,318,8.707414777,10.66,22,14.91735537,268.1463299,32.01091,17.08713851,9.66666,5.321928095,41.01654545,11.5,24.5,3.12244898,22.66418395,20,,14.00178923,43.41666667,7.297054787,2.1784,6.405827263,
CCCC(CCC)(c1ccc(O)c(CC)c1)c2ccc(O)c(CC)c2,1,12.01673428,1372,390,10.04433882,12.753,26,21.30177515,340.2402303,47.36251,22.54674693,12.16666,5.64385619,49.69561206,13.5,26.5,4.6464,26.66418395,25,,18.44938299,52.25,9.665922026,2.9915,9.796296296,
CCc1cc(ccc1O)C(CC)(CC)c2ccc(O)c(CC)c2,1,11.01673428,1112,360,9.251445598,11.755,24,19.32638889,312.2089301,42.15572,20.10646661,11.16666,5.523561956,45.66342824,12.5,25.5,3.819444444,24.66418395,23,,17.03516943,49.25,8.665922026,2.7097,8.392733564,
Cc1cc(ccc1O)C2(CCCCC2)c3ccc(O)c(C)c3,1,10.52651112,963,352,9.722910865,11.612,24,16.84375,296.17763,38.22359,19.94148873,10.66666,5.459431619,44.71625512,12.5,25.5,3.298611111,24.66418395,22,,15.74227621,46.75,8.13038812,2.4602,6.857142857,
Oc1ccc(cc1)C2(CCCC2)c3ccc(O)cc3,1,9.205143912,663,302,8.353861387,10.161,21,13.95918367,254.1306798,29.57885,16.51686622,9.16666,5.247927513,38.90627377,11,24,2.741225461,21.66418395,19,,13.29468245,41.91666667,6.797054787,2.0375,5.78,
CCC(CC)(c1ccc(O)cc1)c2ccc(O)c(C)c2,1,9.530041077,760,305,8.361609431,10.281,21,16.37188209,270.1619799,34.16975,15.83942643,9.66666,5.321928095,39.76954964,11,24,3.276621059,21.66418395,20,,14.75071238,44.58333333,7.127935016,2.287,6.84,
CCCC(CCC)(c1ccc(O)cc1)c2ccc(O)cc2,1,10.11935747,868,318,8.646754606,10.803,22,17.3553719,284.17763,35.77634,16.51686622,10.16666,5.392317423,41.95046238,11.5,24.5,4.05,22.66418395,21,,15.29468245,45.91666667,7.711268349,2.4279,8.022222222,
CCC(CC)(c1ccc(N)c(C)c1)c2ccc(O)c(C)c2,1,9.94072468,860,322,8.869357475,11.034,22,17.3553719,283.1936144,37.31816,16.67668622,10.23333,5.392317423,41.61930747,11.5,24.5,3.347107438,22.49827391,21,,15.62095586,44.25,7.609670019,2.469,7.05078125,
CCC(CC)(c1ccc(O)cc1)c2ccc(O)cc2,1,9.119357475,668,288,7.853861387,9.805,20,15.39,256.1463299,31.11207,14.84605067,9.16666,5.247927513,37.91979216,10.5,23.5,3.191135734,20.66418395,19,,13.88046889,42.91666667,6.711268349,2.1461,6.635204082,
Cc1cc(ccc1O)C2(CCCC2)c3ccc(O)c(C)c3,1,10.02651112,855,336,9.369357475,11.113,23,15.87901701,282.1619799,35.62009,19.07933495,10.16666,5.392317423,42.60593072,12,25,2.933454052,23.66418395,21,,15.03516943,45.25,7.63038812,2.3193,6.24567474,
CCCCC(CCCC)(c1ccc(O)cc1)c2ccc(O)cc2,1,11.11935747,1124,352,9.353861387,11.801,24,19.32638889,312.2089301,40.4022,17.68860831,11.16666,5.523561956,45.96780811,12.5,25.5,4.988662132,24.66418395,23,,16.70889601,48.91666667,8.711268349,2.7097,9.474609375,
CCC(CC)(c1cc(C)c(O)c(C)c1)c2cc(C)c(O)c(C)c2,1,10.76209188,1076,356,9.90429497,11.709,24,19.32638889,312.2089301,44.04954,16.27862024,11.16666,5.523561956,45.30480766,12.5,25.5,3.52,24.66418395,23,,17.36144284,49.58333333,8.377935016,2.7097,7.486111111,
CCC(CC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,1,9.94072468,860,322,8.869357475,10.757,22,17.3553719,284.17763,37.31816,16.67668622,10.16666,5.392317423,41.61930747,11.5,24.5,3.347107438,22.66418395,21,,15.62095586,46.25,7.544601682,2.4279,7.05078125,
CCCCC(CCCC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,1,11.94072468,1376,386,10.36935747,12.753,26,21.30177515,340.2402303,47.21218,20.84718985,12.16666,5.64385619,49.66750873,13.5,26.5,5.041666667,26.66418395,25,,18.44938299,52.25,9.544601682,2.9915,9.796296296,
CCCC(CCC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,1,10.94072468,1088,352,9.662250694,11.755,24,19.32638889,312.2089301,42.3025,19.07933495,11.16666,5.523561956,45.65010123,12.5,25.5,4.15879017,24.66418395,23,,17.03516943,49.25,8.544601682,2.7097,8.392733564,
C[C@@H](N1C(=O)O[C@](Cc2ccc(F)cc2)(C(=O)NCc3ccc(Cl)c(Cl)c3)C1=O)c4ccc(F)cc4,0,17.10189852,4015,914,16.10173069,19.752,39,28.99408284,532.0768189,77.49086,28.85759547,17.13332,6.169925001,72.75272809,23,47.5,6.604570637,46.55848105,36,,26.03480495,93.94135802,11.64889835,3.5362,12.45306248,
COc1cc(CNC(=O)[C@@]2(Cc3ccccc3)OC(=O)N([C@@H]4CCc5ccccc45)C2=O)cc(OC)c1,0,17.94585732,4233,938,16.03843028,20.647,41,28.52587745,500.1947366,78.15038,31.82995523,17.29998,6.209453366,76.05686498,24,47.5,6.040934824,44.81973746,37,,25.99298858,87.58333333,12.13555314,3.6875,12.66877334,
COc1cc(ccc1O)C(=O)CCc2cc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@@H]4CCc3cc2OC,0,16.3507223,3591,929,15.13156871,17.139,38,25.64127424,464.2562743,68.74437,37.21215819,16.16665,6.087462841,70.12396901,20.75,35.75,4.720999405,40.32464384,34,,24.03480495,73.91666667,12.63330791,3.6442,10.40073869,
COc1cc2CC[C@@H]3[C@H](CC[C@]4(C)[C@H](CC[C@@H]34)OC(=O)C)c2cc1C=O,1,12.4737122,1583,547,11.6918638,12.173,29,19.32223543,356.1987594,48.1555,26.19863792,12.33332,5.700439718,53.5431108,16,25.5,3.234375,30.99255186,26,,18.47432702,56.91666667,9.808192933,2.7938,7.438016529,
COc1ccc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2c1)OC(=O)C,1,11.5250238,1282,503,10.97112961,11.054,27,17.41563786,328.2038448,42.33344,24.1379346,11.49999,5.584962501,49.67074253,14.75,22.75,2.919850618,28.66045989,24,,16.89697675,48.25,9.367148872,2.6372,6.622248662,
Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,1,9.469234251,886,383,8.789026085,10.809,21,16.37188209,274.0841235,32.47059,16.81455928,9.16665,5.321928095,39.80991121,11.75,27.25,4.496326531,22.66045989,20,,14.69830613,57.66666667,6.031725861,1.9974,7.319857313,
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC=C2CO,1,10.13117695,840,380,9.58072681,10.951,24,14.58333333,284.17763,34.9698,24.66260247,10.16666,5.392317423,43.79374126,12.5,20,2.14214876,24.66418395,21,,14.6125197,42.91666667,8.25421384,2.2967,5.273922571,
CC1C[C@H](C)C2(CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C)O1,1,11.94412578,1329,509,11.95071322,12.027,29,17.12247325,340.2402303,46.02351,25.19788299,12.16666,5.64385619,52.3098456,15.25,21.75,2.240740741,29.99627593,25,,17.39697675,46.16666667,10.44076131,2.7947,5.747397012,
CCCOC(=O)[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,1,12.04186055,1448,555,11.20156058,12.043,28,18.36734694,342.2194948,44.83179,26.42146508,11.99999,5.64385619,51.63559159,15,23,3.121741467,29.32836791,25,,17.60408353,51.75,10.02713802,2.7781,7.197278912,
Cc1ccc2c(C(Nc3ccc(Cl)cc3)c4ccccc4Cl)c(C)[nH]c2c1,1,13.02487714,1715,529,12.083545,15.736,30,20.28,394.100354,49.80474,28.25752469,13.72858,5.754887502,55.56792848,16.5,39,4.451843044,34.56826901,27,,18.96589085,50.02469136,9.636670169,2.9293,8.788534343,
CCOC(=O)COc1ccc(cc1CC2CCCCC2)c3ccc(OCCN(C)C)cc3,1,15.54604519,3410,906,13.40978283,15.384,34,26.60207612,439.2722587,59.15871,28.96124558,15.23332,6,64.84995569,19.5,34,9.291562834,36.82318964,32,,22.76093778,65.83333333,11.84153645,3.6207,14.41115702,
CCOC(=O)COc1ccc(cc1Cc2ccc3ccccc3c2)c4ccc(OCCN(C)C)cc4,0,17.51237169,4608,1073,15.38944128,17.835,39,28.99408284,483.2409585,69.72737,37.78634935,17.23332,6.169925001,73.70572196,22,46.5,9.029112426,41.82318964,36,,25.32985188,76,12.28572911,3.8607,14.96301775,
CCOC(=O)COc1ccc(cc1)c2ccc(OCCN(C)C)c(Cc3ccc(cc3)c4ccccc4)c2,0,18.51237169,5554,1277,16.08464268,18.773,41,30.94705532,509.2566086,74.37408,38.14783649,18.23332,6.247927513,77.64115651,23,49.5,10.10470038,43.82318964,38,,26.74406544,80,12.95239578,4.0995,16.44444444,
CN(C)CCOc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccc(O)cc5)C3,1,13.96269407,2324,771,13.68496677,14.228,33,20.87786961,391.2511293,53.09687,26.4042974,14.06666,5.857980995,60.49657399,18,31,4.093425606,34.49482173,29,,20.06226716,55.33333333,11.14060553,3.1882,8.1648,
CCOc1ccc2C(=C(CCCc2c1)c3ccccc3)c4ccc(OCCN(C)C)cc4,1,15.65219834,3002,822,13.56744208,15.827,35,25.10367347,427.2511293,61.01616,38.60332672,15.56666,6,65.92054492,19.25,39.75,6.789802289,36.82691371,32,,22.33828805,61.33333333,11.58055176,3.5475,12.63014939,
CNCCOc1ccc(cc1)C2=C(CCCc3cc(O)ccc23)c4ccccc4,0,14.25835149,2226,691,12.18894466,15.228,32,22.203125,385.2041791,53.00963,37.33294841,14.06666,5.857980995,60.04433693,17.25,37.75,5.626634958,33.3286398,29,,20.053831,58.83333333,10.24715093,3.1248,11.0394808,
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc(O)cc4,1,12.5417139,1611,509,11.65102329,14.987,29,19.32223543,347.115758,46.15157,29.76314274,12.23332,5.700439718,53.45322467,16.25,37.25,3.938168847,30.82691371,26,,18.25878407,65.33333333,8.243817376,2.5377,8.163265306,
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccccc4,1,12.14786705,1434,468,11.02916148,14.16,28,18.36734694,331.1208434,43.18585,28.35752063,11.89999,5.64385619,51.59475465,15.5,36,3.704081633,29.49482173,25,,17.38854058,59.66666667,8.109526976,2.479,7.935,
Oc1ccc(cc1)[C@H]2[C@H](Oc3ccccc3)C(=O)N2c4ccc(O)cc4,1,12.63103029,1649,515,11.45731383,14.52,29,19.32223543,347.115758,45.22113,26.15152855,12.23332,5.700439718,53.5894811,16.5,37.5,4.224489796,31.15900569,26,,18.09564736,63.16666667,8.260678247,2.5377,8.566329566,
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc5ccccc5c4,0,14.11419354,2164,639,13.00881993,16.586,33,20.87786961,381.1364935,53.09039,36.92887161,13.89999,5.857980995,60.45333062,18,42.5,4.093425606,34.49482173,29,,19.95745468,67,9.514227514,2.848,8.859375,
Oc1ccc(cc1)[C@@H]2N(C(=O)C2(c3ccccc3)c4ccccc4)c5ccc(O)cc5,0,15.11906416,2328,597,13.60158038,17.123,35,22.7755102,407.1521435,61.08432,36.2958281,14.89999,5.95419631,64.3258186,19,45.5,4.072022161,36.49482173,31,,21.42407448,71.25,10.14820211,3.0868,9.70011534,
