SMILES,MN,WTPT-5,nHBAcc_Lipinski,ETA_BetaP_s,WTPT-3,minHBa,ETA_dEpsilon_C,ETA_dEpsilon_A,ETA_Epsilon_4,ETA_Epsilon_1,TopoPSA,MLFER_S,nHBAcc,nN,maxsssCH,ETA_EtaP_F,ETA_Eta_F_L
CN(C)CCOc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccc(O)cc5)C3,0,2.979417,3,0.62069,8.558025,2.145412,-0.03605,0.07144,0.48288,0.51828,32.7,1.9,1,1,0.834325,0.71326,5.18266
CCOc1ccc2C(=C(CCCc2c1)c3ccccc3)c4ccc(OCCN(C)C)cc4,0,2.979479,3,0.60156,8.980952,2.129257,-0.03111,0.08444,0.47333,0.52667,21.7,2.153,1,1,0,0.96977,7.83274
CNCCOc1ccc(cc1)C2=C(CCCc3cc(O)ccc23)c4ccccc4,0,2.717225,3,0.59483,8.31275,3.094597,-0.03486,0.09846,0.47807,0.54167,41.49,2.205,1,1,0,0.9863,7.49703
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc(O)cc4,1,3.551575,5,0.625,13.74369,1.683874,-0.08288,0.17804,0.52732,0.62248,81,2.962,2,1,0,1.1018,7.53492
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccccc4,1,3.551002,4,0.62,11.21668,1.739571,-0.06674,0.15745,0.51167,0.60238,60.77,2.664,2,1,0,1.06726,7.29444
Oc1ccc(cc1)[C@H]2[C@H](Oc3ccccc3)C(=O)N2c4ccc(O)cc4,1,3.546095,5,0.63462,14.35822,1.638321,-0.08288,0.17804,0.52732,0.62248,70,2.849,2,1,0,1.08676,7.67808
Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc5ccccc5c4,1,3.556968,4,0.62069,11.2289,1.755633,-0.05745,0.15108,0.50429,0.59792,60.77,3.006,2,1,0,1.13231,8.50067
Oc1ccc(cc1)[C@@H]2N(C(=O)C2(c3ccccc3)c4ccccc4)c5ccc(O)cc5,1,3.585,4,0.6129,11.27686,1.769664,-0.0528,0.1445,0.49868,0.59038,60.77,3.05,2,1,0,1.23032,9.20117
COc1cc(cc(OC)c1OC)[C@H]2[C@@H](N(C2=O)c3ccc(O)cc3)c4ccc(O)cc4,1,3.555942,7,0.64516,19.64908,1.68023,-0.09914,0.17969,0.54167,0.62222,88.46,3.783,2,1,0,1.17011,8.7783
COc1cc(cc(OC)c1OC)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc(O)cc4,1,3.558853,7,0.64516,19.65182,1.678228,-0.09914,0.17969,0.54167,0.62222,88.46,3.783,2,1,0,1.17252,8.7783
COc1ccc(cc1)[C@H]2[C@H](C(O)c3ccc(O)cc3)C(=O)N2c4cc(OC)c(OC)c(OC)c4,1,3.562641,8,0.64706,22.49222,1.611695,-0.10348,0.17582,0.54515,0.61749,97.69,3.853,3,1,0,1.18163,9.28438
Oc1ccc(cc1)[C@H]2CC(=O)N2c3ccc(O)cc3,1,3.473403,4,0.63158,11.07666,1.700219,-0.09069,0.17848,0.53409,0.62188,60.77,2.277,2,1,0,0.92223,5.36956
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4)cc1,1,0,5,0.60484,15.57231,5.436072,-0.10529,0.21888,0.54782,0.66141,83.83,3.367,3,0,0,1.20302,9.12499
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4cccc(OC(F)(F)F)c4)cc1,1,0,6,0.62143,23.12349,4.004094,-0.15511,0.28056,0.59653,0.72198,93.06,3.347,3,0,0,1.27583,9.91234
COc1cccc(c1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,6,0.60938,15.83964,5.316594,-0.09291,0.19239,0.53514,0.63462,93.06,3.477,3,0,0,1.19883,9.35516
Cc1cccc(c1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,5,0.59677,13.04544,5.539453,-0.07985,0.17577,0.52237,0.6183,83.83,3.292,3,0,0,1.16407,8.91112
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccccc4)cc1,1,0,5,0.6,13.04478,5.499582,-0.08333,0.187,0.52619,0.62986,83.83,3.316,3,0,0,1.16862,8.87052
CC\C(=C(/c1ccc(O)cc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,1,0,3,0.5625,7.310025,8.804754,-0.0475,0.13,0.4875,0.57,57.53,2.212,2,0,0,1.0958,7.96426
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(Cl)cc4)cc1,1,0,5,0.60484,15.57231,0.734843,-0.09917,0.20995,0.5417,0.65248,83.83,3.449,3,0,0,1.18219,9.02354
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(cc4)C(F)(F)F)cc1,1,0,5,0.61029,20.19358,5.374874,-0.14294,0.26571,0.58461,0.70738,83.83,3.162,3,0,0,1.25259,9.5497
COc1ccc(cc1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,6,0.60938,15.83471,5.218805,-0.09291,0.19239,0.53514,0.63462,93.06,3.477,3,0,0,1.19337,9.35516
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(OC(F)(F)F)cc4)cc1,1,0,6,0.62143,23.11575,3.906305,-0.15511,0.28056,0.59653,0.72198,93.06,3.347,3,0,0,1.26387,9.91234
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4F)cc1,1,0,5,0.60938,18.12262,5.324405,-0.12723,0.25073,0.56946,0.69296,83.83,3.38,3,0,0,1.24969,9.39499
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4ccc(F)cc4Cl)cc1,1,0,5,0.60938,18.12262,0.326244,-0.12111,0.24181,0.56333,0.68403,83.83,3.462,3,0,0,1.22513,9.29354
COc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,6,0.61364,18.3927,5.317792,-0.11366,0.2218,0.5556,0.66374,93.06,3.49,3,0,0,1.24231,9.62516
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,5,0.60156,15.56748,5.491072,-0.1009,0.20577,0.54312,0.64799,83.83,3.343,3,0,0,1.20178,9.18151
Cc1cc(Cl)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,5,0.60156,15.56748,0.729504,-0.09503,0.19737,0.53725,0.63959,83.83,3.425,3,0,0,1.17953,9.08006
Cc1cc(OC(F)(F)F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,6,0.61806,23.10994,3.987138,-0.14899,0.26506,0.59017,0.70623,93.06,3.323,3,0,0,1.26348,9.96886
Cc1cc(F)ccc1C2=C(c3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,5,0.60484,15.57437,5.478328,-0.10529,0.21888,0.54782,0.66141,83.83,3.343,3,0,0,1.23698,9.09998
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,6,0.61719,18.76975,5.411072,-0.11854,0.23562,0.56076,0.67784,93.06,3.528,3,0,0,1.24382,9.45131
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,0,7,0.63194,26.31344,3.955888,-0.16695,0.29485,0.60813,0.73603,102.29,3.508,3,0,0,1.3031,10.23866
Cc1cc(F)ccc1C2=C(Nc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,1,3.202265,6,0.61719,18.76975,3.232434,-0.10983,0.22073,0.55205,0.66295,95.86,3.654,4,1,0,1.23889,9.4218
CN(C1=C(C(=O)Oc2cc(O)ccc12)c3ccc(F)cc3C)c4ccc(\C=C\C(=O)O)cc4,1,3.375492,6,0.62121,18.93657,1.804684,-0.10537,0.20802,0.5473,0.64996,87.07,3.563,4,1,0,1.26358,9.58778
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4c(F)cc(O)cc4OC2=O,1,0,5,0.60606,18.13361,5.331905,-0.12193,0.23575,0.56386,0.67768,83.83,3.318,3,0,0,1.24982,9.45151
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4cc(F)c(O)cc4OC2=O,1,0,6,0.62121,21.29911,5.299405,-0.14016,0.26681,0.58209,0.70875,93.06,3.536,3,0,0,1.28627,9.72076
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)c(F)c4OC2=O,1,0,6,0.62121,21.30807,5.166859,-0.14016,0.26681,0.58209,0.70875,93.06,3.493,3,0,0,1.28904,9.73573
Cc1cc2C(=C(C(=O)Oc2cc1O)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,1,0,6,0.61806,23.10424,3.922035,-0.14899,0.26506,0.59017,0.70623,93.06,3.323,3,0,0,1.26101,9.96847
Cc1c(O)ccc2C(=C(C(=O)Oc12)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,1,0,6,0.61806,23.09562,3.922035,-0.14899,0.26506,0.59017,0.70623,93.06,3.323,3,0,0,1.26196,9.984
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3ccccc23)c4ccc(OC(F)(F)F)cc4)cc1,1,0,5,0.61765,20.56665,3.920911,-0.14294,0.26571,0.58461,0.70738,72.83,3.087,3,0,0,1.23127,9.67186
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(CO)cc4OC2=O,1,0,5,0.59848,15.51241,5.601628,-0.09685,0.19413,0.53878,0.63607,83.83,3.381,4,0,0,1.18306,9.23692
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(cc4OC2=O)C(F)F,1,0,4,0.60294,17.88709,5.427739,-0.12513,0.23587,0.56679,0.67754,63.6,3.036,3,0,0,1.21901,9.46408
COc1ccc2C(=C(C(=O)Oc2c1)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,1,0,6,0.625,23.3815,3.932542,-0.14899,0.26506,0.59017,0.70623,82.06,3.21,3,0,0,1.25805,10.15649
OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(F)ccc23)c4ccc(OC(F)(F)F)cc4)cc1,1,0,5,0.62143,23.11575,3.892416,-0.16394,0.29565,0.60535,0.73707,72.83,3.1,3,0,0,1.26673,9.92632
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccccc4OC2=O,1,0,5,0.6129,16.22045,5.490239,-0.10529,0.21888,0.54782,0.66141,72.83,3.268,3,0,0,1.20984,9.21083
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccccc4OC2=O,1,0,6,0.62857,23.76401,3.970495,-0.15511,0.28056,0.59653,0.72198,82.06,3.248,3,0,0,1.27094,9.99818
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(cc4OC2=O)C(F)F,1,0,6,0.63158,28.63588,3.935041,-0.18876,0.32056,0.6295,0.7613,82.06,3.201,3,0,0,1.31887,10.52123
CCOc1ccc2C(=C(C(=O)Oc2c1)c3ccc(OC(F)(F)F)cc3C)Oc4ccc(\C=C\C(=O)O)cc4,1,0,7,0.63158,26.73551,3.992737,-0.15444,0.26451,0.59518,0.70525,91.29,3.371,3,0,0,1.27824,10.42549
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(N)cc4OC2=O,1,2.549226,5,0.60156,15.56748,5.571072,-0.09266,0.19203,0.53488,0.63425,89.62,3.479,4,1,0,1.19785,9.16351
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(Cl)ccc4[nH]3)c5ccc(F)cc5,1,9.79639,6,0.65909,23.15577,0.673163,-0.11551,0.21071,0.56056,0.65577,75.29,2.603,6,3,0,1.21958,9.22052
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)C(F)(F)F)c5ccc(F)cc5,1,9.81964,6,0.65972,27.79451,0.921139,-0.15812,0.26249,0.60212,0.70649,75.29,2.316,6,3,0,1.29068,9.74669
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(NS(=O)(=O)C)ccc4[nH]3)c5ccc(F)cc5,1,12.80293,9,0.65541,31.5994,1.019822,-0.12991,0.21655,0.5736,0.66024,129.84,3.571,9,4,0,1.29702,9.98041
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cc[nH]n5)c6ccc(F)cc6,1,15.87044,8,0.66216,26.68857,1.081863,-0.10302,0.19608,0.54956,0.64262,103.97,3.009,8,5,0,1.28069,10.72254
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5conc5C)c6ccc(F)cc6,1,12.82137,8,0.66447,26.63919,1.078667,-0.10663,0.1978,0.55278,0.64395,101.32,3.008,6,4,0,1.28119,10.82613
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)N5CCOCC5)c6ccc(F)cc6,1,13.31542,8,0.67763,27.14481,1.099728,-0.10362,0.17663,0.54977,0.62278,87.76,3.001,8,4,0,1.1964,9.98544
C[C@@H](N1C(=O)O[C@@](Cc2ccccc2)(C1=O)c3nc4cc(ccc4[nH]3)c5cccnc5)c6ccc(F)cc6,1,12.8663,7,0.65789,23.68461,1.08773,-0.09166,0.18523,0.53782,0.63138,88.18,3.085,7,4,0,1.29248,11.02112
CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]ncc3c2)\c4ccc(F)cc4Cl,1,6.130459,4,0.59375,15.98229,0.520311,-0.08356,0.18342,0.52578,0.62564,65.98,2.499,4,2,0,1.17819,9.13469
CCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,0,3.000791,3,0.56818,8.606339,3.458018,-0.0292,0.07724,0.46815,0.51619,41.49,2.079,1,1,0,0.91067,7.43963
CCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,0,3.007656,3,0.56429,8.614062,3.49002,-0.02736,0.07104,0.46597,0.50965,41.49,2.079,1,1,0,0.87543,7.43963
CCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,0,3.009372,3,0.56081,8.615993,3.510325,-0.02573,0.06575,0.46405,0.50407,41.49,2.079,1,1,0,0.84206,7.43963
CCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,0,3.009801,3,0.55769,8.616476,3.52436,-0.02429,0.06119,0.46235,0.49924,41.49,2.079,1,1,0,0.81071,7.43963
CCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,0,3.009908,3,0.55488,8.616596,3.534643,-0.023,0.05722,0.46082,0.49504,41.49,2.079,1,1,0,0.78134,7.43963
CCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,0,3.009935,3,0.55233,8.616627,3.542502,-0.02184,0.05373,0.45944,0.49133,41.49,2.079,1,1,0,0.75386,7.43963
CCCCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,0,3.009942,3,0.55,8.616634,3.548703,-0.0208,0.05065,0.4582,0.48805,41.49,2.079,1,1,0,0.72815,7.43963
CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCO)cc2)\c3ccccc3,0,3.009658,4,0.56579,11.03054,3.490152,-0.0356,0.07748,0.47379,0.51566,61.72,2.401,2,1,0,0.85687,7.77789
CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCF)cc2)\c3ccccc3,0,3.009658,3,0.56579,11.03054,3.476263,-0.04072,0.08435,0.4789,0.52253,41.49,2.112,1,1,0,0.86035,7.80916
Oc1ccc(cc1)C2=C([C@H]3O[C@@H]2C[C@@H]3S(=O)(=O)Oc4ccccc4)c5ccc(O)cc5,1,0,6,0.62903,19.84192,5.543112,-0.09731,0.19268,0.54319,0.63856,101.44,2.841,3,0,0,1.13543,8.26161
COC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(O)cc5)cc1,1,3.050034,10,0.625,30.5967,2.813605,-0.11227,0.17663,0.55421,0.61857,156.84,4.205,7,1,0,1.14928,10.29544
OC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(O)cc5)cc1,1,3.04978,10,0.62209,30.22472,2.784473,-0.11584,0.18373,0.55799,0.62588,167.84,4.155,7,1,0,1.15324,10.06853
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4)c5ccc(O)cc5,1,3.057596,9,0.61905,27.67708,2.895576,-0.10605,0.17229,0.54842,0.61467,147.61,3.857,7,1,0,1.13278,9.82805
Cc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5)cc1,1,3.057597,9,0.61628,27.68254,2.899499,-0.10275,0.16554,0.5449,0.60769,147.61,3.833,7,1,0,1.12865,9.86865
COc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5)cc1,1,3.0576,10,0.625,30.47685,2.894785,-0.11227,0.17663,0.55421,0.61857,156.84,4.018,7,1,0,1.15594,10.31269
Cc1ccccc1OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5,1,3.057596,9,0.61628,27.67518,2.900849,-0.10275,0.16554,0.5449,0.60769,147.61,3.833,7,1,0,1.13104,9.88418
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4O)c5ccc(O)cc5,1,3.057596,10,0.62209,30.21206,2.87718,-0.11584,0.18373,0.55799,0.62588,167.84,4.255,7,1,0,1.16666,10.08351
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(Br)cc4)c5ccc(O)cc5,1,3.057597,9,0.61628,30.20017,2.903655,-0.11118,0.17874,0.55333,0.62089,147.61,4.069,7,1,0,1.11908,9.81018
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(cc4)C(F)(F)F)c5ccc(O)cc5,1,3.057601,9,0.625,34.83775,2.838379,-0.14972,0.2244,0.59125,0.66593,147.61,3.703,7,1,0,1.2071,10.50724
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4C(F)(F)F)c5ccc(O)cc5,1,3.057603,9,0.625,34.86393,2.821103,-0.14972,0.2244,0.59125,0.66593,147.61,3.703,7,1,0,1.22523,10.52277
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4cccc5ccccc45)c6ccc(O)cc6,1,3.057611,9,0.61957,27.75288,2.910146,-0.09625,0.16736,0.54,0.61111,147.61,4.199,7,1,0,1.19473,11.04981
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc5ccccc5c4)c6ccc(O)cc6,1,3.057607,9,0.61957,27.73395,2.908197,-0.09625,0.16736,0.54,0.61111,147.61,4.199,7,1,0,1.18684,11.03428
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc5ccccc5c4)c6ccc(O)cc6,1,5.742204,10,0.62234,30.50404,1.613324,-0.09948,0.16974,0.54299,0.61325,159.64,4.786,6,2,0,1.18817,11.28482
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)NC(=O)[C@@H](N)CCCCN,1,125.7377,66,0.6411,182.6335,-2.13806,-0.15666,0.15666,0.58999,0.58999,1207.82,21.73,66,46,0,1.68256,28.1072
CC[C@H](C)[C@@H]1NC(=O)[C@@H](C\C=C/C[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,1,46.99367,27,0.62013,72.24844,2.493065,-0.13294,0.13611,0.56627,0.56944,468.8,8.899,27,17,0,1.25422,12.36302
CC[C@H](C)[C@@H]1NC(=O)[C@@H](C\C=C\C[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,1,46.99367,27,0.62013,72.24844,2.493065,-0.13294,0.13611,0.56627,0.56944,468.8,8.899,27,17,0,1.25422,12.36302
CC[C@H](C)[C@H](NC(=O)C(CC)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NC(CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N,0,44.34309,25,0.61458,67.08532,2.410556,-0.12777,0.12777,0.55988,0.55988,425.71,8.617,25,16,0,1.14496,10.99475
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NC(CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N,1,52.9223,29,0.62654,78.14253,2.493999,-0.13296,0.1375,0.56629,0.57083,497.48,10.103,29,19,0,1.27345,13.63184
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,1,46.99367,27,0.62013,78.34969,-2.01631,-0.14257,0.14257,0.5759,0.5759,519.4,9.177,27,17,0,1.17513,11.19581
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCCN,1,41.75921,25,0.61486,73.11275,-1.96997,-0.13872,0.13872,0.57205,0.57205,483.52,8.726,25,15,0,1.12663,10.31388
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c4c(F)cc(\C=C\C(=O)O)cc4F,1,6.716193,4,0.625,19.03273,1.797587,-0.11088,0.18192,0.5531,0.62414,56.33,2.213,4,2,0,1.08256,7.58459
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c4ccc(\C=C\C(=O)O)cc4,1,6.720726,4,0.61667,13.8779,2.235921,-0.06875,0.12815,0.51161,0.57101,56.33,2.149,4,2,0.183624,0.97169,7.04459
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4c(F)cc(\C=C\C(=O)O)cc4F,1,6.714367,4,0.62097,16.65704,2.163328,-0.08983,0.15505,0.53236,0.59758,56.33,2.22,4,2,0.319235,1.03737,7.30603
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,1,6.7189,4,0.61207,11.50205,2.601662,-0.04766,0.10123,0.49087,0.54444,56.33,2.156,4,2,0.572825,0.92508,6.76604
C[C@@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,1,6.739972,5,0.61667,13.93495,2.472912,-0.0612,0.11749,0.50405,0.56035,76.56,2.478,5,2,0.335453,0.95434,7.09461
C[C@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4,1,6.739972,5,0.61667,13.93495,2.472912,-0.0612,0.11749,0.50405,0.56035,76.56,2.478,5,2,0.335453,0.95434,7.09461
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCO)c4ccc(\C=C\C(=O)O)cc4,1,6.707633,5,0.625,13.9459,2.333143,-0.0667,0.13141,0.51029,0.575,76.56,2.45,5,2,0.301332,0.97609,7.10841
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(Cl)cc4)C(=O)O,1,6.737949,4,0.62963,14.02697,0.84396,-0.07192,0.13238,0.51592,0.57638,56.33,2.213,4,2,0.278566,0.93644,6.41452
C[C@@H]1Cc2c([nH]c3ccc(O)cc23)[C@H](N1CCO)c4ccc(Cl)cc4,1,6.703177,4,0.64,14.23774,0.860741,-0.07206,0.1381,0.51698,0.58302,59.49,2.424,3,2,0.32254,0.91841,6.12502
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCC(=O)O)c4ccc(Cl)cc4,1,6.739097,4,0.63462,14.05851,0.848445,-0.07554,0.14107,0.51998,0.58551,56.33,2.252,4,2,0.294816,0.93642,6.45007
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCO)c4ccc(Cl)cc4,1,6.701855,3,0.63542,11.68436,0.890308,-0.05543,0.11793,0.50089,0.56339,39.26,2.126,3,2,0.408519,0.87582,5.88454
OC(=O)CCN1CCc2c([nH]c3ccccc23)C1c4ccc(Cl)cc4,1,6.763339,4,0.64,14.0851,0.853919,-0.07954,0.15096,0.52447,0.59589,56.33,2.291,4,2,0.097898,0.93949,6.46337
