SMILES,HOB,BCUTc-1l,SsOH,maxHsOH,MLFER_A,minsOH,minHsOH,nHsOH,maxsOH,nsOH,SHsOH
CCN(Cc1ccc(cc1)C(=O)N2CCc3ccc(O)cc3C2)Cc4ccccn4,0,-0.36049,9.734679,0.517877,0.546,9.734679,0.517877,1,9.734679,1,0.517877
Oc1cc(Cc2ccccc2)c3CC(C(=O)Oc3c1)c4ccc(Cl)cc4,0,-0.36038,10.06005,0.475472,0.546,10.06005,0.475472,1,10.06005,1,0.475472
CCCCCC(O)[C@@H]1C2CC3=C(COC(=C3)\C=C\C)C(=O)[C@]2(C)OC1=O,0,-0.39174,10.63841,0.250395,-0.253,10.63841,0.250395,1,10.63841,1,0.250395
CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,0,-0.39203,21.05059,0.391072,0.891,10.17764,0.148354,2,10.87294,2,0.539425
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,0,-0.36054,9.686491,0.525986,0.546,9.686491,0.525986,1,9.686491,1,0.525986
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCC(=O)NO)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,0,-0.39203,29.46465,0.738152,0.891,8.523679,0.160728,3,10.81814,3,1.302325
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCCC(=O)Nc4ccccc4N)Cc5cc(O)ccc35)[C@@H]1CC[C@@H]2O,0,-0.39204,21.06853,0.391533,1.047,10.18661,0.148815,2,10.88191,2,0.540349
CCCCN(O)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,0,-0.39204,30.74947,0.496763,0.891,9.721041,0.151124,3,10.86186,3,1.041729
CCCCN(O)C(=O)c1cccc(NC(=O)CCCCCS[C@@H]2Cc3cc(O)ccc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@H]24)c1,0,-0.39205,31.13519,0.481117,0.8,9.999028,0.146298,3,10.91573,3,1.016432
CN(C)CCOc1ccc(cc1)\C(=C(/C)\c2ccccc2)\c3ccc(O)cc3,0,-0.36053,9.686429,0.52982,0.546,9.686429,0.52982,1,9.686429,1,0.52982
C\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN3CCCC3)cc2)\c4ccccc4,0,-0.36054,9.72603,0.522007,0.546,9.72603,0.522007,1,9.72603,1,0.522007
C\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN3CCCCC3)cc2)\c4ccccc4,0,-0.36054,9.741601,0.518547,0.546,9.741601,0.518547,1,9.741601,1,0.518547
CN(C)CCOc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OC(=O)C)cc3,1,-0.34425,0,0,0.003,0,0,0,0,0,0
CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN(C)C)cc3,1,-0.34425,0,0,0.003,0,0,0,0,0,0
CCCCCCCCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN(C)C)cc3,0,-0.34427,0,0,0.003,0,0,0,0,0,0
CC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,0,-0.34425,0,0,0.003,0,0,0,0,0,0
CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,0,-0.34425,0,0,0.003,0,0,0,0,0,0
CCCCCCCCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,0,-0.34427,0,0,0.003,0,0,0,0,0,0
CC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,0,-0.34425,0,0,0.003,0,0,0,0,0,0
CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,0,-0.34426,0,0,0.003,0,0,0,0,0,0
CCCCCCCCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,0,-0.34427,0,0,0.003,0,0,0,0,0,0
CC(C)CN1CCc2cc(O)ccc2[C@]1(C)c3ccc(\C=C\C(=O)O)cc3,0,-0.3605,18.72205,0.691723,1.134,8.810613,0.468614,2,9.911433,2,1.160336
CC(C)(F)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,0,-0.36051,18.79467,0.690792,1.134,8.81595,0.453206,2,9.978724,2,1.143998
C[C@H](CF)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,0,-0.36079,18.71827,0.70601,1.134,8.771066,0.464683,2,9.9472,2,1.170693
C[C@H](CF)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,0,-0.36079,18.80613,0.690385,1.134,8.81996,0.452338,2,9.986166,2,1.142723
COC[C@H](C)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,0,-0.38366,18.82397,0.699014,1.134,8.811803,0.453607,2,10.01217,2,1.152621
CC(C)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,0,-0.36051,18.73704,0.703459,1.134,8.778311,0.460551,2,9.958729,2,1.16401
C[C@@H]1Cc2cc(O)ccc2[C@H](N1c3ccc(OC(F)(F)F)cc3)c4ccc(\C=C\C(=O)O)cc4,0,-0.3608,18.85449,0.693788,1.134,8.851524,0.466885,2,10.00296,2,1.160673
C[C@@H]1Cc2cc(O)ccc2[C@H](N1CC(C)(C)F)c3c(F)cc(\C=C\C(=O)O)cc3F,0,-0.36051,18.5944,0.713362,1.134,8.738589,0.485959,2,9.855811,2,1.199321
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F,0,-0.36079,18.60585,0.712954,1.134,8.742599,0.485092,2,9.863253,2,1.198046
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,0,-0.36079,18.69371,0.697329,1.134,8.791494,0.472746,2,9.902219,2,1.170075
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F,0,-0.38366,18.71156,0.705959,1.134,8.783336,0.474015,2,9.928221,2,1.179974
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,0,-0.38366,18.79942,0.690334,1.134,8.832231,0.461669,2,9.967187,2,1.152003
COc1ccc2[C@H](N(CC(C)C)[C@H](C)Cc2c1)c3ccc(\C=C\C(=O)O)cc3,0,-0.34878,8.829272,0.690334,0.591,8.829272,0.690334,1,8.829272,1,0.690334
CC(C)CN1[C@H](C)Cc2ccccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,0,-0.32825,8.796767,0.694778,0.591,8.796767,0.694778,1,8.796767,1,0.694778
CC(C)CN1CCc2cc(O)c(C)cc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,1,-0.36023,18.91009,0.695806,1.134,8.795568,0.426522,2,10.11452,2,1.122327
CC(C)CN1CCc2c(C)c(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,0,-0.36023,18.91009,0.695806,1.134,8.795568,0.426522,2,10.11452,2,1.122327
CC(C)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,0,-0.3605,18.8249,0.687834,1.134,8.827206,0.448206,2,9.997695,2,1.136039
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@@]1(C)c3ccc(\C=C\C(=O)O)cc3,0,-0.3605,18.83746,0.684778,1.134,8.839768,0.448206,2,9.997695,2,1.132984
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,0,-0.3605,18.71249,0.694778,1.134,8.79874,0.468614,2,9.913748,2,1.163392
CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c3ccc(\C=C\C(=O)O)cc3,0,-0.3605,18.72205,0.691723,1.134,8.810613,0.468614,2,9.911433,2,1.160336
CC(C)CN1CCc2cc(O)ccc2[C@@H]1c3ccc(\C=C\C(=O)O)cc3,0,-0.3605,18.59707,0.701723,1.134,8.769584,0.489022,2,9.827486,2,1.190745
CC(C)CN1CCc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,0,-0.3605,18.59707,0.701723,1.134,8.769584,0.489022,2,9.827486,2,1.190745
OC(=O)\C=C\c1ccc(cc1)C2N(CCc3cc(O)ccc23)c4ccc(OC(F)(F)F)cc4,0,-0.3608,18.73907,0.700733,1.134,8.822368,0.487293,2,9.916702,2,1.188026
OC(=O)\C=C\c1ccc(cc1)C2N(Cc3ccccc3)CCc4cc(O)ccc24,0,-0.3605,18.74313,0.695431,1.134,8.825864,0.479503,2,9.917264,2,1.174934
OC(=O)\C=C\c1ccc(cc1)C2N(CCc3cc(O)ccc23)c4ccccc4,0,-0.3605,18.71085,0.699449,1.134,8.811763,0.485557,2,9.899092,2,1.185006
CC(C)CN1[C@@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,0,-0.3605,18.8249,0.687834,1.134,8.827206,0.448206,2,9.997695,2,1.136039
CCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,0,-0.36138,19.7034,0.52741,1.021,9.709235,0.475661,2,9.994161,2,1.003071
CCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,0,-0.36138,19.73787,0.523783,1.021,9.725719,0.471705,2,10.01215,2,0.995488
CCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,0,-0.36138,19.76702,0.520704,1.021,9.739704,0.468369,2,10.02731,2,0.989072
CCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,0,-0.36138,19.79197,0.518057,1.021,9.751719,0.465518,2,10.04026,2,0.983574
CCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,0,-0.36138,19.81359,0.515756,1.021,9.762152,0.463053,2,10.05144,2,0.978809
CCCCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,0,-0.36138,19.83249,0.513739,1.021,9.771296,0.460901,2,10.06119,2,0.974641
CCCCCCCCCCCCCCCCCCNCCOc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,0,-0.36138,19.84916,0.511956,1.021,9.779377,0.459006,2,10.06978,2,0.970962
CCc1ccc2c(c1)C(Cc3cc(O)cc(C)c23)c4ccc(OCCN5CCOCC5)cc4,0,-0.37819,10.24213,0.415023,0.546,10.24213,0.415023,1,10.24213,1,0.415023
CNCCCCCCCCCCCCn1c(c(C)c2cc(O)ccc12)c3ccc(O)cc3,0,-0.36139,19.70754,0.517775,1.176,9.702228,0.461432,2,10.00531,2,0.979207
Cc1c(c2ccc(O)cc2)n(CCCCn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)c6ccc(O)cc16,0,-0.3614,40.02019,0.500108,2.175,9.841922,0.440804,4,10.16817,4,1.881823
COc1ccc(\C=C(\C(=O)N(C)CCCCCCCCCCCCn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)/c5cc(OC)c(OC)c(OC)c5)cc1O,0,-0.36139,30.43138,0.493934,1.381,9.843551,0.421157,3,10.42904,3,1.350638
CN1CCN(CCOc2ccc(cc2)N3C(=O)c4cc(O)ccc4C5=C3c6ccc(O)cc6C5=O)CC1,0,-0.39379,20.70607,0.295257,0.693,10.32104,0.288613,2,10.38503,2,0.583871
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCOCC5)cc4)c6ccc(O)cc6C3=O,1,-0.37824,20.05192,0.494353,1.274,9.991449,0.483767,2,10.06047,2,0.97812
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6C3=O,0,-0.36138,20.06502,0.491266,1.274,9.997622,0.480307,2,10.06739,2,0.971573
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCC5)cc4)c6ccc(O)cc6C3=O,0,-0.36138,20.03556,0.494353,1.274,9.983733,0.483767,2,10.05182,2,0.97812
CCN(CC)CCOc1ccc(cc1)N2C(=O)c3cc(O)ccc3C4=C2c5ccc(O)cc5C4=O,1,-0.36138,20.02819,0.494353,1.274,9.980273,0.483767,2,10.04792,2,0.97812
CN(C)CCOc1ccc(cc1)N2C(=O)c3cc(O)ccc3C4=C2c5ccc(O)cc5C4=O,1,-0.36138,19.96091,0.501273,1.274,9.948685,0.49158,2,10.01222,2,0.992853
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN5CCN(C)CC5)cc4)c6ccc(OC)cc6C3=O,1,-0.38203,0,0,0.003,0,0,0,0,0,0
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN5CCCCC5)cc4)c6ccc(OC)cc6C3=O,1,-0.38203,0,0,0.003,0,0,0,0,0,0
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN5CCCC5)cc4)c6ccc(OC)cc6C3=O,1,-0.38203,0,0,0.003,0,0,0,0,0,0
CCN(CC)CCCOc1ccc(cc1)N2C(=O)c3cc(OC)ccc3C4=C2c5ccc(OC)cc5C4=O,1,-0.34963,0,0,0.003,0,0,0,0,0,0
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCCN(C)C)cc4)c5ccc(OC)cc5C3=O,1,-0.38203,0,0,0.003,0,0,0,0,0,0
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCN(C)CC5)cc4)c6ccc(OC)cc6C3=O,1,-0.38203,0,0,0.003,0,0,0,0,0,0
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(OC)cc6C3=O,1,-0.34963,0,0,0.003,0,0,0,0,0,0
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCC5)cc4)c6ccc(OC)cc6C3=O,1,-0.38203,0,0,0.003,0,0,0,0,0,0
CCN(CC)CCOc1ccc(cc1)N2C(=O)c3cc(OC)ccc3C4=C2c5ccc(OC)cc5C4=O,1,-0.38203,0,0,0.003,0,0,0,0,0,0
COc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN(C)C)cc4)c5ccc(OC)cc5C3=O,1,-0.38203,0,0,0.003,0,0,0,0,0,0
CCN(CC)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,0,-0.42174,19.36973,0.499661,0.891,9.539237,0.479775,2,9.830492,2,0.979436
CN(C)CCCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,0,-0.42174,19.33039,0.503777,0.891,9.519566,0.483891,2,9.81082,2,0.987668
CNCCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,0,-0.42173,19.25768,0.511918,0.823,9.483214,0.492032,2,9.774468,2,1.00395
CN(C)CCOc1ccc(cc1)\C(=C(\CCCF)/c2ccccc2)\c3ccc(O)cc3,0,-0.36083,9.778268,0.511606,0.546,9.778268,0.511606,1,9.778268,1,0.511606
CN(C)CCOc1ccc(cc1)\C(=C(\CCC(F)F)/c2ccccc2)\c3ccc(O)cc3,0,-0.36055,9.763406,0.515738,0.634,9.763406,0.515738,1,9.763406,1,0.515738
N#C\C(=C(/c1ccccc1)\c2ccc(OCCN3CCOCC3)cc2)\c4ccccc4,1,-0.37814,0,0,0.003,0,0,0,0,0,0
N#C\C(=C(\c1ccccc1)/c2ccc(OCCN3CCOCC3)cc2)\c4ccccc4,1,-0.37814,0,0,0.003,0,0,0,0,0,0
CN(C)CCOc1ccc(cc1)C(=C(C#N)c2ccccc2)c3ccccc3,1,-0.34423,0,0,0.003,0,0,0,0,0,0
N#CC(=C(c1ccc(OCCN2CCOCC2)cc1)c3ccc(OCCN4CCOCC4)cc3)c5ccccc5,1,-0.37903,0,0,0.003,0,0,0,0,0,0
CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccc(O)cc3,0,-0.3605,18.44411,0.700035,1.134,8.804483,0.534678,2,9.639627,2,1.234713
Cc1c(c2ccc3OCOc3c2)n(Cc4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc16,0,-0.36056,10.16385,0.453652,0.546,10.16385,0.453652,1,10.16385,1,0.453652
CC(C)Oc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OC5C=CC=C5)cc4,0,-0.36054,10.13372,0.453962,0.546,10.13372,0.453962,1,10.13372,1,0.453962
Cc1c(c2ccccc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccccc15,0,-0.34425,0,0,0.003,0,0,0,0,0,0
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccccc15,0,-0.36055,9.757457,0.518307,0.546,9.757457,0.518307,1,9.757457,1,0.518307
Cc1c(c2ccccc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,0,-0.36053,10.07355,0.461917,0.546,10.07355,0.461917,1,10.07355,1,0.461917
COc1ccc2c(c1)c(C)c(c3ccc(O)cc3)n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36061,9.809229,0.511362,0.546,9.809229,0.511362,1,9.809229,1,0.511362
COc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36059,10.12532,0.454972,0.546,10.12532,0.454972,1,10.12532,1,0.454972
COc1ccc(cc1)c2c(C)c3cc(OC)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.37753,0,0,0.003,0,0,0,0,0,0
COc1ccc(cc1)c2c(C)c3cc(OC)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,0,-0.37754,0,0,0.003,0,0,0,0,0,0
CCOc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36058,10.15246,0.449055,0.546,10.15246,0.449055,1,10.15246,1,0.449055
CCOc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,0,-0.36058,10.16635,0.445969,0.546,10.16635,0.445969,1,10.16635,1,0.445969
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(F)cc15,0,-0.36055,9.744261,0.522439,0.546,9.744261,0.522439,1,9.744261,1,0.522439
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCCC4)cc3)c5ccc(O)cc15,0,-0.36139,19.88774,0.513036,1.089,9.784506,0.45606,2,10.10324,2,0.969097
CN(C)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,0,-0.36139,19.74503,0.527249,1.089,9.717087,0.471923,2,10.02795,2,0.999173
CCN(CC)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,0,-0.36139,19.80477,0.521077,1.089,9.745238,0.465003,2,10.05954,2,0.98608
CCCN(CCC)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,0,-0.36139,19.85817,0.515536,1.089,9.770486,0.45883,2,10.08769,2,0.974367
CCCCN(CCCC)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,0,-0.36139,19.90619,0.510536,1.089,9.793256,0.45329,2,10.11293,2,0.963827
CC(C)N(CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1)C(C)C,0,-0.36139,19.8596,0.514904,1.089,9.771083,0.458083,2,10.08852,2,0.972986
CCCCN(C)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,0,-0.36139,19.82561,0.518893,1.089,9.755171,0.462607,2,10.07044,2,0.9815
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCC[N+](C)(C)C)cc3)c4ccc(O)cc14,0,-0.36139,19.77868,0.522813,1.089,9.732881,0.466906,2,10.04579,2,0.989719
CC1CCCCN1CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2,0,-0.36139,19.86509,0.51522,1.089,9.773713,0.458456,2,10.09138,2,0.973677
CC1CCCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)C1,0,-0.36139,19.86219,0.515536,1.089,9.772385,0.45883,2,10.08981,2,0.974367
CC1CCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)CC1,0,-0.36139,19.85973,0.515807,1.089,9.771252,0.459147,2,10.08848,2,0.974953
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCC(C)(C)C4)cc3)c5ccc(O)cc15,0,-0.36139,19.88616,0.512766,1.089,9.783722,0.455744,2,10.10244,2,0.96851
C[C@@H]1CCC[C@H](C)N1CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2,0,-0.36139,19.8925,0.512134,1.089,9.786635,0.454996,2,10.10587,2,0.96713
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCC(O)CC4)cc3)c5ccc(O)cc15,0,-0.39253,29.48466,0.518307,1.434,9.646006,0.443011,3,10.0774,3,1.423234
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CC5CCC4C5)cc3)c6ccc(O)cc16,0,-0.36139,19.86945,0.51522,1.089,9.77577,0.458456,2,10.09368,2,0.973677
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CC5(C)CC4C(C)(C)C5)cc3)c6ccc(O)cc16,0,-0.36139,19.94191,0.50691,1.089,9.81004,0.449197,2,10.13187,2,0.956107
Cc1c(c2ccc(F)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,0,-0.36053,10.06036,0.466049,0.546,10.06036,0.466049,1,10.06036,1,0.466049
Cc1c(c2ccc(F)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,0,-0.36053,10.07424,0.462962,0.546,10.07424,0.462962,1,10.07424,1,0.462962
CC(C)Oc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36057,10.17729,0.443138,0.546,10.17729,0.443138,1,10.17729,1,0.443138
CC(C)Oc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,0,-0.36057,10.19118,0.440051,0.546,10.19118,0.440051,1,10.19118,1,0.440051
Cc1c(c2ccc(cc2)C(F)(F)F)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,0,-0.36054,10.07447,0.464069,0.546,10.07447,0.464069,1,10.07447,1,0.464069
Cc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36053,10.10994,0.453652,0.546,10.10994,0.453652,1,10.10994,1,0.453652
Cc1c(c2ccc(Cl)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,0,-0.36053,10.11535,0.453448,0.546,10.11535,0.453448,1,10.11535,1,0.453448
Cc1c(c2cccc(O)c2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,0,-0.36138,20.16096,0.461917,1.089,10.07767,0.46148,2,10.08329,2,0.923397
Cc1c(c2cccc(O)c2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,0,-0.36138,20.18873,0.45883,1.089,10.09156,0.458394,2,10.09718,2,0.917224
Cc1c(c2ccc(O)c(F)c2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,0,-0.36076,19.73383,0.549557,1.089,9.672827,0.466917,2,10.061,2,1.016473
Cc1c(c2ccc(O)c(F)c2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,0,-0.36076,19.76018,0.546786,1.089,9.685293,0.46383,2,10.07489,2,1.010617
COc1cccc(c1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36059,10.13572,0.453652,0.546,10.13572,0.453652,1,10.13572,1,0.453652
Cc1c(c2ccc(OC(F)(F)F)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,0,-0.36082,10.09503,0.463848,0.546,10.09503,0.463848,1,10.09503,1,0.463848
Oc1ccc(cc1)c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCC5)cc4,0,-0.36139,19.83972,0.520691,1.089,9.758549,0.464317,2,10.08117,2,0.985008
Oc1ccc(cc1)c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36139,19.86607,0.517921,1.089,9.771014,0.461231,2,10.09506,2,0.979152
Oc1ccc(cc1)c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,0,-0.36139,19.89243,0.515151,1.089,9.783479,0.458144,2,10.10895,2,0.973295
Cc1cc(O)ccc1c2c(Cl)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36138,20.1015,0.477921,1.089,9.951847,0.448885,2,10.14965,2,0.926806
CCc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,0,-0.36139,19.99039,0.505961,1.089,9.817985,0.441508,2,10.17241,2,0.947469
Oc1ccc(cc1)c2c(C#N)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,-0.36139,19.81597,0.526119,1.089,9.752978,0.475806,2,10.063,2,1.001925
Oc1ccc(cc1)c2c(C#N)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,0,-0.36139,19.84233,0.523349,1.089,9.765443,0.472719,2,10.07688,2,0.996068
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCCN4CCCCC4)cc3)c5ccc(O)cc15,0,-0.36139,19.85509,0.516274,1.089,9.769158,0.459697,2,10.08593,2,0.975971
COc1cc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)ccc1OCCN5CCCCC5,0,-0.36139,19.93323,0.512389,1.089,9.804575,0.454972,2,10.12866,2,0.967362
COc1cc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)ccc1OCCN5CCCCCC5,0,-0.36139,19.95959,0.509619,1.089,9.81704,0.451886,2,10.14255,2,0.961505
COCCCCCC[C@@H]1C[C@H]2[C@@H]3CC[C@H](O)C3CC[C@@H]2c4ccc(O)cc14,0,-0.39237,20.52185,0.409432,0.891,10.10875,0.256011,2,10.4131,2,0.665443
COC[C@@H]1CC2C(CC[C@]3(C)[C@@H](O)CCC23)c4ccc(O)cc14,0,-0.39208,20.43944,0.456367,0.891,9.922374,0.231427,2,10.51706,2,0.687794
